ID,Question Body,Choice 1,Choice 2,Choice 3,Choice 4,Key,Education Period,Grade Title,Level,Is Trap,Trap,Course Title,P0,P1,P2,P3,P4,Year,final_category_fa,Answer
3393,"اگر مجموعه $A=\{a\ ,\ {{a}^{2}}\ ,\ {{a}^{3}}\ ,\ {{a}^{4}}\ ,\ \ldots \}$ دارای فقط 4 زیرمجموعه باشد، در این صورت حاصل $a+1$ کدام است؟ ($a\in \mathbb{Z}$)",1,-1,صفر,نمی‌توان گفت.,3.0,متوسطه 1,نهم,متوسط,False,,ریاضی نهم,42.0,7.0,6.0,26.0,19.0,1401,ریاضی دوره اول متوسطه,"گزينة «3» 
 چون مجموعۀ $A$، 4 زیرمجموعه دارد، پس دارای دو عضو است، زیرا ${{2}^{2}}=4$. 
 چون مجموعۀ $A$ دو عضو دارد، باید توان‌های زوج $a$ با هم و توان‌های فرد $a$ با هم برابر باشند. یعنی: 
 $a={{a}^{3}}={{a}^{5}}=\ldots \,\,\,\,\,\,\,\,\,\,,\,\,\,\,\,\,\,\,\,\,{{a}^{2}}={{a}^{4}}={{a}^{6}}=\ldots $ 
 $a={{a}^{3}}\Rightarrow \left\{ \begin{align}  & a=0 \\  & a=\pm 1 \\ \end{align} \right.$ 
 اگر $a=0$ یا $a=1$، در این صورت مجموعۀ $A$ یک‌عضوی می‌شود. پس $a$ باید $-1$ باشد. زیرا: 
 $a=-1\ ,\ {{a}^{2}}=+1\ ,\ {{a}^{3}}=-1\ ,\ {{a}^{4}}=+1$ 
 $\Rightarrow A=\{-1\ ,\ 1\}$ 
 $a+1=(-1)+1=0$"
20087,فروشنده به علی 2000 گرم پرتقال داد. علی ...... کیلوگرم پرتقال خریده است.,2000,2,200,20,2.0,دبستان 1,سوم دبستان,نسبتا دشوار,False,,علوم تجربی سوم دبستان,30.0,13.0,40.0,13.0,5.0,1395,علوم تجربی دوره اول ابتدایی,هر کیلوگرم 1000 گرم است. پس 2000 گرم میوه یعنی 2 کیلوگرم میوه.
3396,تجزیه شده عبارت ${{x}^{4}}-3{{x}^{2}}-4$ کدام است؟,$(x-1)(x+1)(x-2)(x+2)$,$({{x}^{2}}+1)({{x}^{2}}+4)$,$({{x}^{2}}+4)(x-1)(x+1)$,$({{x}^{2}}+1)(x-2)(x+2)$,4.0,متوسطه 1,نهم,متوسط,False,,ریاضی نهم,38.0,7.0,5.0,10.0,40.0,1399,ریاضی دوره اول متوسطه,"طبق اتحاد یک جمله مشترک و مزدوج داریم: 
 ${{x}^{4}}-3{{x}^{2}}-4=({{x}^{2}}-4)({{x}^{2}}+1)=(x-2)(x+2)({{x}^{2}}+1)$"
14326,"هر یک از موارد زیر به‌ترتیب در مورد کدام دسته از کشورها درست است؟ 
 الف) ساختار اقتصادی و اجتماعی آنها دچار تغییر و تحولات صنعتی و فناورانه شده است. 
 ب) از نظر توسعه‌ صنعتی و فناوری‌های نوین در سطح پایین‌تری قرار دارند. 
 پ) چین جز این دسته از کشورها می‌باشد. 
 ت) کانون‌های سلطه اقتصادی بر جهان است.",نیمه پیرامون _ پیرامون _ نیمه پیرامون _ مرکز,پیرامون _ نیمه پیرامون _ مرکز _ پیرامون,نیمه پیرامون _ مرکز _ پیرامون _ مرکز,پیرامون _ مرکز _ نیمه پیرامون _ پیرامون,1.0,متوسطه 2,یازدهم انسانى,متوسط,False,,جغرافیا 2 يازدهم,35.0,51.0,6.0,5.0,4.0,1400,جغرافیا دوره دوم متوسطه,"گزینه «1» 
 الف) ساختار اقتصادی و اجتماعی کشورهای نیمه‌پیرامون دچار تغییر و تحولات صنعتی و فناورانه شده است. 
 ب) کشورهای پیرامون از نظر توسعه صنعتی و فناوری‌های نوین در سطح پایین‌تری قرار دارند. 
 پ) چین جزء کشورهای نیمه‌پیرامون است. 
 ت) منظور از مرکز ، کانون‌های سلطه‌ اقتصادی بر جهان است."
4730,"با کمک ارقام $1,1,1,2,3,4$ چند عدد 6 رقمی می‌توان ساخت به‌طوری که دقیقاً دو رقم 1 کنار هم باشند؟",36,72,48,96,2.0,متوسطه 2,دوازدهم رياضي,دشوار,False,,ریاضیات گسسته,,,,,,1401,ریاضیات گسسته دوره دوم متوسطه,"گزینة «2» 
 ابتدا ارقام 2و3و4 که با هم $3!=6$ حالت جایگشت دارند را قرار می‌دهیم از 4 فضای خالی در $\bigcirc 2\bigcirc 3\bigcirc 4\bigcirc $ دو فضای خالی را به $\left( \begin{align}  & 4 \\  & 2 \\ \end{align} \right)=6$ حالت انتخاب می‌کنیم و 1 و (1و1) به $2!$ حالت در آن در جایگاه قرار می‌گیرند. 
 $3!\times \left( \begin{align}  & 4 \\  & 2 \\ \end{align} \right)\times 2!=72$"
6888,در جمجمه انسان ایستاده . . .,مخچه در جلوی ساقه‌ی مغز قرار گرفته است.,نخاع شبیه طناب سفید رنگی از بالا به پایین کشیده شده است.,بخش آهیانه‌ی قشر مخ در جلوی بخش گیجگاهی قرار دارد.,بخشی از دستگاه عصبی مرکزی که 12 جفت عصب از آن منشأ می‌گیرد، قرار دارد.,4.0,متوسطه 1,هشتم,دشوار,True,",2,",علوم تجربی هشتم,38.0,10.0,23.0,8.0,21.0,1396,علوم تجربی دوره اول متوسطه,"مغز که 12 جفت عصب از آن منشأ می‌گیرد بخشی از دستگاه عصبی مرکزی است. مغز درون جمجمه قرار دارد. 
 بررسی سایر گزینه‌ها: 
 گزینه‌ی«1»: مخچه در پشت ساقه مغز قرار دارد. 
 گزینه‌ی«2»: نخاع درون ستون مهره‌ها قرار دارد. 
 گزینه‌ی«3»: بخش آهیانه قشر مخ تقریباً بالای بخش گیجگاهی قرار دارد."
6954,کدام گزینه در مورد واکنش‌های سوختن شمع و واکنش گلوکز با اکسیژن در بدن نادرست است؟,هر دو واکنش جزء تغییرات شیمیایی محسوب می‌شوند.,علاوه بر آزاد شدن انرژی از هر دو واکنش می‌توان انتظار فرآورده‌های یکسان داشت.,در اثر دمیدن یکی از فرآورده‌های موجود در هر دو واکنش در آب آهک، مخلوط شیری‌رنگ تولید می‌شود.,در هر دو واکنش از یک کاتالیزگر یکسان استفاده شده است.,4.0,متوسطه 1,هشتم,دشوار,False,,علوم تجربی هشتم,51.0,6.0,12.0,10.0,22.0,1399,علوم تجربی دوره اول متوسطه,"گرما و نور + بخار آب + گاز کربن‌دی‌اکسید $\xrightarrow{گرما}$ گاز اکسیژن + شمع 
 انرژی + بخار آب + گاز کربن‌دی‌اکسید $\xrightarrow{آنزیم}$ گاز اکسیژن + گلوکز 
 هر دو واکنش جزء تغییرات شیمیایی محسوب می‌شوند و فرآورده‌ها در هر دو واکنش یکسان است. در واکنش گلوکز با اکسیژن در بدن، برخلاف واکنش سوختن شمع، آنزیم به‌عنوان کاتالیزگر نقش دارد. در اثر دمیدن گاز کربن‌دی‌اکسید در آب آهک، مخلوط شیری رنگ تولید می‌شود."
15865,مفهوم کنایی کدام بیت با سایر ابیات متفاوت است؟,گنه کرد در بلخ آهنگری / به شوشتر زدند گردن مسگری,چون با یاران خشم کنی جان پدر / بر من ریزی تو خشم یاران دگر,صد بار ز من شنیده بودی کم و بیش / کایزد همه را هر چه کنند آرد پیش,فغان‌ که رنجش جانان بدان مقام کشید / که هر که کرد گنه از من انتقام کشید,3.0,دبستان 2,ششم دبستان,متوسط,False,,هوش کلامی و ادبی,40.0,8.0,8.0,36.0,9.0,1399,هوش کلامی و ادبی دوره دوم ابتدایی,"گزینه «3» 
 مفهوم گزینه «3»: از ماست که بر ماست 
 مفهوم مشترک سایر گزینه‌ها: مجازات کسی به خاطر گناه دیگری"
16290,"هر یک از توضیحات زیر، مربوط به کدام شاعر است؟ 
 الف) ادامه‌دهندۀ راه کسایی در سرودن قصاید تمام و کمال در موضوع موعظه و نصیحت 
 ب) پایه‌گذار شعر پارسی 
 پ) به اوج رسانندۀ شعر حماسی ایران 
 ت) استحکام‌دهندۀ شعر غنایی",شهید بلخی _ فردوسی _ عنصری _ رودکی,ناصرخسرو _ فردوسی _ رودکی _ شهید بلخی,شهید بلخی _ رودکی _ فردوسی _ رودکی,ناصرخسرو _ رودکی _ فردوسی _ شهید بلخی,4.0,متوسطه 2,دهم انسانى,ساده,False,,علوم و فنون ادبی 1 دهم انسانی,39.0,2.0,4.0,11.0,45.0,1398,زبان و ادبیات فارسی دوره دوم متوسطه,"الف) کسایی مروزی، قصیدۀ تمام و کمال در موضوع موعظه و نصیحت سرود و ناصرخسرو شیوۀ او را ادامه داد. 
 ب) شعر پارسی به دست رودکی بنیاد نهاده شد؛ به همین سبب او را «پدر شعر فارسی» نام نهاده‌اند. 
 پ) حماسۀ ملی ایران و شعر حماسی با فردوسی به اوج رسید. 
 ت) شعر غنایی با دو شاعر مشهور، رودکی و شهید بلخی، قوت و استحکام یافت."
6914,افزایش قند خون . . . کاهش آن، می‌تواند باعث تحریک غده‌ی . . . برای ترشح هورمون شود.,همانند - پاراتیروئید,برخلاف – پاراتیروئید,همانند - پانکراس,برخلاف – پانکراس,3.0,متوسطه 1,هشتم,نسبتا ساده,False,,علوم تجربی هشتم,11.0,7.0,7.0,60.0,16.0,1394,علوم تجربی دوره اول متوسطه,افزایش قند خون باعث تحریک ترشح انسولین و کاهش قند خون باعث تحریک ترشح گلوکاگون از پانکراس می‌شود.
13557,کدام یک از گزینه‌های زیر، در مورد پارمنیدس صحیح نیست ؟,بنا به نقل افلاطون، سقراط در زمان جوانی با پارمنیدس ملاقات داشته است.,توجه دقیق به مفهوم بودن و شدن و ذکر تفاوت این دو اولین بار توسط وی مطرح شد.,برخلاف هراکلیتوس، معتقد بود که هستی یک امر واحد و ثابت است و نمی‌توان گفت هستی، نیست.,به نظر وی، حواس فقط مرتبة ظاهری جهان و هستی را نشان می‌دهد که نشان‌دهندة امور مختلف و متغیر است.,3.0,متوسطه 2,یازدهم انسانى,متوسط,False,,فلسفه يازدهم,36.0,11.0,10.0,33.0,10.0,1400,فلسفه دوره دوم متوسطه,"گزينة «3» 
 پارمنیدس معتقد بود در جهان واقع، نیستی راه ندارد و نمی‌توان گفت: «نیستی، هست.»"
13260,"نقش دستوری گروه‌هایی که در بیت زیر «صفت مبهم» و «صفت اشاره» دارد، به‌ترتیب کدام است؟ 
 «با هر کسی همی به تلطّف حدیث کرد / آن سیّد کریم نکوخلق خوش‌لقا»",متمّم، نهاد,نهاد، مفعول,نهاد، مسند,متمّم، مسند,1.0,متوسطه 1,نهم,متوسط,False,,فارسی نهم,30.0,52.0,8.0,5.0,5.0,1397,زبان و ادبیات فارسی دوره اول متوسطه,"در بیت می‌خوانیم: «آن سیّد کریم نکوخلق خوش‌لقا، با هر کسی همی به تلطّف حدیث کرد.» 
 در گروه «آن سیّد کریم نکوخلق خوش‌لقا» که نهاد است، «آن» صفت اشاره است. در گروه «هر کسی» نیز «هر» صفت مبهم است، گروه پس از «با» آمده است و متمّم است"
4788,"برای رد چه تعداد از گزاره‌های زیر می‌توان از مثال نقض استفاده کرد؟ 
 الف) برای هر $k\in \mathbb{Z}$ ، حداقل یکی از دو عدد به صورت $6k\pm 1$ عددی اول و بزرگ‌تر از 3 است. 
 ب) اگر x و y اعدادی گنگ باشند، ${{x}^{y}}$ همواره گنگ است. 
 پ) برای هر عدد طبیعی n، حاصل ${{2}^{{{2}^{n}}}}+1$ عددی اول است. 
 ت) برای هر عدد طبیعی n بزرگ‌تر از 1، عدد ${{2}^{n}}-1$ عددی اول است.",1,2,3,4,4.0,متوسطه 2,دوازدهم رياضي,دشوار,False,,ریاضیات گسسته,,,,,,1401,ریاضیات گسسته دوره دوم متوسطه,"گزینة  «4» 
 هر چهار مورد نادرست هستند و برای آن‌ها می‌توان از مثال نقض استفاده کرد. 
 عکس گزارة «الف» درست است، به عبارتی اگر عددی اول و بزرگ‌تر از 3 باشد می‌توان آن را به صورت $6k\pm 1$ نوشت ولی $k=20$ مثال نقض مناسبی برای این گزاره است، زیرا $6\times 20+1=121$ و بر 11 بخشپذیر است و $6\times 20-1=119$ و بر 7 و 17 بخشپذیر است و در نتیجه هیچکدام عدد اول نیستند. 
 گزارة «ب»: اگر $y=\sqrt{2},x={{\sqrt{5}}^{\sqrt{2}}}$ باشد، ${{x}^{y}}={{\left( {{\sqrt{5}}^{^{\sqrt{2}}}} \right)}^{\sqrt{2}}}={{\left( \sqrt{5} \right)}^{2}}=5$  عددی گویا است. 
 گزارة «پ»: به ازاء $n=5$، این عدد مرکب و بر 641 بخشپذیر است. 
 گزارة «ت»: به ازاء $n=6$، این عدد برابر ${{2}^{6}}-1=63$ و بر 21 بخشپذیر است."
6298,"کدام گزینه درباره ترکیب با فرمول ساختاری زیر صحیح نیست ؟ 
 $CH_3CH_2\overset{\begin{array}{c}O\\\parallel\end{array}}COCH_2CH_2CH_3$",قدرت اسیدی اسید سازنده آن از استیک اسید بیش‌تر است.,فرمول مولکولی آن ${{C}_{6}}{{H}_{12}}{{O}_{2}}$ بوده و ایزومر ساختاری استر ایجاد کننده طعم آناناس است.,از واکنش یک الکل سه کربنه با یک‌ کربوکسیلیک اسید سه کربنه حاصل می‌شود.,می‌توان آن را از واکنشی تولید نمود که نوعی واکنش جانشینی دوگانه است و در محیط اسیدی سرعت بهتری دارد.,1.0,متوسطه 2,دوازدهم تجربي,متوسط,False,,شیمی 3,62.0,30.0,4.0,3.0,2.0,1397,شیمی دوره دوم متوسطه,"اسید سازنده استر داده شده، پروپانوییک اسید است که قدرت اسیدی آن از استیک اسید کم‌تر است. 
 سایر گزینه‌ها صحیح‌اند. 
 نکته: واکنش کربوکسیلیک‌اسید‌ها با الکل‌ها که به تولید استرها منجر می‌شود، نوعی واکنش جانشینی دوگانه بوده و به کاتالیزگر ${{H}^{+}}$ نیاز دارد."
8439,"در دمای ${{320}^{\circ }}C$، طول سیم اِلمِنت یک بخاری برقی برابر با $1/2\,m$، قطر مقطع آن $2\,mm$، مقاومت‌ ویژه این سیم  برابر با $6/8\times {{10}^{-5}}\,(\Omega \cdot m)$ و ضریب دمایی مقاومت ویژه آن $2\times {{10}^{-3}}\,(\frac{1}{K})$  است. اگر دمای آن $100{}^\circ \,C$  افزایش یابد، مقاومت الکتریکی‌اش به چند اهم می‌رسد؟ $(\pi =3)$",$32/64$,$23/46$,$28/72$,$34/72$,1.0,متوسطه 2,یازدهم رياضي,نسبتا دشوار,False,,فیزیک 2 يازدهم رياضي,71.0,24.0,2.0,2.0,1.0,1396,فیزیک دوره دوم متوسطه,"ابتدا از رابطۀ $R=\rho \frac{L}{A}$ ،  مقاومت الکتریکی این سیم را در دمای $320{}^\circ C$ محاسبه می‌کنیم: 
 $A=\pi \frac{{{D}^{2}}}{4}=3\times \frac{{{2}^{2}}}{4}=3\,m{{m}^{2}}=3\times {{10}^{-6}}\,{{m}^{2}}$ 
 $R=\rho \frac{L}{A}=6/8\times {{10}^{-5}}\times \frac{1/2}{3\times {{10}^{-6}}}=27/2\,\Omega $ 
 سپس طبق رابطه دما و مقاومت الکتریکی، می‌توان مقاومت سیم را پس از افزایش دما محاسبه نمود: 
 ${{R}_{2}}={{R}_{1}}\,(1+\alpha \Delta \theta )$ 
 $\Rightarrow {{R}_{2}}=27/2\,\times (1+2\times {{10}^{-3}}\times 100)=27/2\times (1+0/2)=32/64\,\Omega $"
12823,"«وقتی جولاهه‌ای به وزارت رسیده بود. هر روز بامداد برخاستی و کلید برداشتی و در خانه باز کردی و تنها در آن‌جا شدی و ساعتی در آنجا بودی. امیر را خاطر بدان شد تا در آن خانه چیست؟ پس روزی بدان خانه در شد. گودالی دید چنان که جولاهگان را باشد. وزیر گفت این همه دولت که مرا هست همه از امیر است. امیر انگشتری از دست بیرون کرد گفت بگیر و در انگشت کن.» 
 کدام بیت با متن بالا قرابت مفهومی بیش‌تری دارد؟",که ای به دولت ده‌روزه گشته مستظهر / مباش غرّه که از تو بزرگتر دیدم,من آن نیم که برای حطام در بر خلق / بریزد این قدر آبی که هست در رویم,حیات زنده غنیمت شمر که باقی عمر / چو برف بر سر کوه است، روی در نقصان,تو روشن آینه‌ای ز آه دردمند بترس / عزیز من، که اثر می‌کند در آینه آه,1.0,متوسطه 1,هشتم,دشوار,False,,فارسی هشتم,51.0,29.0,8.0,7.0,5.0,1399,زبان و ادبیات فارسی دوره اول متوسطه,"مفهوم متن صورت سؤال و گزینه «۱» غرّ‌ه‌نشدنِ انسان است به آن‌چه روزگار به او داده است. 
 بنابراین گزینه «1»‌ صحیح است."
16276,کدام‌یک از کارهای زیر در مسجد انجام نمی‌گیرد ؟,آشنایی مردم با یکدیگر و خبر گرفتن از احوال همدیگر,مشورت برای حل مشکلات محلّه,فقط برگزاری جشن‌های مربوط به عید نوروز,برگزاری مراسم دعا، عزاداری و عبادت خدا,3.0,دبستان 2,چهارم دبستان,متوسط,False,,مطالعات اجتماعی چهارم دبستان,12.0,8.0,10.0,67.0,4.0,1398,مطالعات اجتماعی دوره دوم ابتدایی,در مسجد جشن‌های مربوط به عید نوروز برگزار نمی‌شود، بلکه جشن‌های مربوط به عیدهای مذهبی (عید غدیر، عید قربان و . . .) برگزار می‌شود.
7527,گروهی از دانش آموزان برای گردش علمی به جنگل رفتند. آنها برای ناهار آتش درست کردند تا کباب تهیه کنند. به نظر شما بهتر است جنس سیخ کباب و دسته‌ی سیخ‌ها به ترتیب چگونه باشد؟ (بهترین گزینه را انتخاب کنید),پلاستیک _ آلومینیوم (نوعی فلز),چوب _ چدن,چدن _ مس,استیل (نوعی فلز) _ پلاستیک,4.0,دبستان 2,چهارم دبستان,متوسط,False,,علوم تجربی چهارم دبستان,5.0,5.0,9.0,11.0,69.0,1400,علوم تجربی دوره دوم ابتدایی,"گزينه‌ي «4» 
 بهتر است جنس سیخ فلزی (استیل (نوعی فلز)، آلومینیوم و ... ) باشد و جنس دسته‌ی سیخ عایق گرما (پلاستیک، چوب و ...) باشد."
10855,سبک نثر کدام جمله شبیه به سبک دوره بیداری نیست ؟,حالا من به تمام برادران مسلمان غیور تریاکی خود اعلام می‌کنم …,در همین حیص و بیص جناب حاجی مَلک‌التجار راه آستارا را به روس‌ها واگذار کرد.,تصور مرگ از خیال به در کن و وهم را بر طبیعت مستولی مگردان.,افسوس که زن‌های ایرانی از نوع انسان مجزّا گشته و جزو بهایم و وحوش هستند.,3.0,متوسطه 2,دوازدهم انساني,متوسط,False,,علوم وفنون ادبی3,61.0,4.0,5.0,23.0,7.0,1397,زبان و ادبیات فارسی دوره دوم متوسطه,"در عبارت سوم کاربرد واژگانی چون «مستولی» می‌تواند راهنمایی باشد بر این که سبک زبانی جمله شبیه به سبک دوره بیداری نیست. هم‌چنین این عبارت از لحاظ فکری به سبک دوره بیداری نزدیک نیست. 
 تشریح سایر گزینه‌ها: 
 گزینه «1»: کاربرد طنز اجتماعی 
 گزینه «2»: استفاده از واژگان عامیانه و توجه به مسائل سیاسی و اجتماعی 
 گزینه «4»: توجه به موضوع حقوق زنان"
10746,کدام گزینه در ارتباط با حکومت جمهوری اسلامی ایران، نادرست است؟,رهبری بر همه‌ی فعّالیّت‌های قوای سه‌گانه نظارت می‌کند.,قوّه‌ی مقنّنه یعنی فقط مجلس شورای اسلامی، قوانین را تصویب می‌کند.,قوّه‌ی مجریه یعنی دولت (رئیس‌جمهوری و وزیران) قوانین را اجرا می‌کند.,قوّه‌ی قضائیه از طریق دادگاه‌ها به اختلافات و شکایت‌ها رسیدگی می‌کند.,2.0,دبستان 2,پنجم دبستان,متوسط,False,,مطالعات اجتماعی پنجم دبستان,6.0,5.0,77.0,8.0,4.0,1394,مطالعات اجتماعی دوره دوم ابتدایی,"گزینه‌ی «2» 
 قوّه‌ی مقنّنه در جمهوری اسلامی ایران دو رکن دارد: 1- مجلس شورای اسلامی 2- شورای نگهبان"
10873,کدام گزینه از جمله موارد مخالفت‌ با عقل در تمدن اسلامی به شمار می‌رود؟,مخالفت مستقیم با عقل به صورت بی‌ارزش دانستن شناخت حاصل از آن,پذیرش همة دانش‌های عقلی به‌جز شناخت‌های حاصل از این ابزار دربارة احکام شرع,پذیرش عقل و دانش عقلی و مخالفت کردن با فلسفه و منطق به خاطر منشأ آن,رد فلسفه و منطق به خاطر تضاد تمامی عقاید ارسطو و افلاطون با تعالیم اسلام,3.0,متوسطه 2,دوازدهم انساني,دشوار,False,,فلسفه 2,53.0,3.0,5.0,23.0,17.0,1402,فلسفه دوره دوم متوسطه,"گزینة «3» 
 با توجه به تعالیم پیامبر و پیشوایان دینی، کمتر کسی در عالم اسلام پیدا شده است که با عقل به‌طور مستقیم و صریح مخالفت ورزد و اصل آن را انکار کند. بنابراین مخالفت‌هایی که با عقل صورت گرفته عموماً از دو طریق بوده است: 1) محدود کردن حیطۀ توانایی‌های عقل. 2) پذیرش عقل و در عین حال، مخالفت‌ با فلسفه و منطق به‌عنوان دستاوردی یونانی و غیراسلامی (تأیید گزینۀ 3). 
 تشریح گزينه‌هاي ديگر: 
 گزينة «1»: در تمدن اسلامی کمتر کسی پیدا شده که عقل را به کلی از ارزش بیندازد و آن را یک‌سره باطل بداند. (در میان عُرَفا مخالفت‌هایی با خودِ عقل دیده می‌شود اما آنان نیز ارزش عقل را تماماً انکار نمی‌کردند و بیشتر منکر توانایی عقل در شناخت معارف الهی بودند.) 
 گزينة «2»: دستۀ اول مخالفان عقل، عقل را در برخی مسائل دین (مثلاً بحث حسن و قبح، وجود و اوصاف خدا و …) ناکارآمد می‌دانستند؛ نه فقط  در بحث احکام شرعی. 
 گزينة « 4»: هیچ‌کس مدعی نیست که تمامی سخنان ارسطو یا افلاطون مخالف تعالیم اسلام است. به هر حال بین هر دو اندیشه‌ مشترکاتی نیز وجود خواهد داشت، ممکن نیست که دو شیوۀ فکری از هر جهت و تمامی جهات با هم مخالف و متضاد باشند."
13646,کدام گزینه در ارتباط با سیاست در فرهنگ جدید غرب نادرست است؟,لیبرالیسم به معنای آزادی انسان از همه ارزش‌های متعالی است که مستقل از او باشد.,نظام سیاسی سکولار غرب به‌ دنبال نفی حاکمیت ارزش‌های الهی و توجیه رفتار خود در قالب دینی بود.,اندیشه سیاسی نوین براساس اصالت بخشیدن به انسان دنیوی، خواست و اراده آدمی را مبدأ قانون‌گذاری می‌دانست.,لیبرالیسم مباح دانستن همه امور در قیاس با خواست انسان است.,2.0,متوسطه 2,یازدهم انسانى,متوسط,False,,جامعه شناسی 2 يازدهم,61.0,5.0,29.0,3.0,2.0,1396,جامعه شناسی دوره دوم متوسطه,نظام سیاسی سکولار غرب نه می‌توانست به‌دنبال حاکمیت ارزش‌های الهی باشد و نه می‌خواست عملکرد یا خطاهای دنیوی خود را توجیه دینی نماید.
18892,به‌ازای کدام مقدار $a$، عبارت $\sqrt{\frac{3a+1}{a}}$ یک عدد گنگ است؟,$\frac{\displaystyle1}{\displaystyle46}$,$-\frac{\displaystyle1}{\displaystyle2}$,$\frac{\displaystyle1}{\displaystyle22}$,$-1$,4.0,متوسطه 1,نهم,متوسط,False,,ریاضی نهم,40.0,8.0,8.0,6.0,39.0,1398,ریاضی دوره اول متوسطه,"گزینه «1»: 
 $\sqrt{\frac{3(\frac{1}{46})+1}{\frac{1}{46}}}=\sqrt{\frac{\frac{3}{46}+1}{\frac{1}{46}}}=\sqrt{\frac{\frac{49}{46}}{\frac{1}{46}}}=\sqrt{49}=7\notin {Q}`$ 
 گزینه «2»: 
 $\sqrt{\frac{3(-\frac{1}{2})+1}{-\frac{1}{2}}}=\sqrt{\frac{\frac{-3}{2}+1}{-\frac{1}{2}}}=\sqrt{\frac{\frac{-3+2}{2}}{-\frac{1}{2}}}=\sqrt{\frac{-\frac{1}{2}}{-\frac{1}{2}}}=\sqrt{1}=1\notin {Q}`$ 
 گزینه «3»: 
 $\sqrt{\frac{3(\frac{1}{22})+1}{\frac{1}{22}}}=\sqrt{\frac{\frac{3}{22}+1}{\frac{1}{22}}}=\sqrt{\frac{\frac{3+22}{22}}{\frac{1}{22}}}=\sqrt{\frac{\frac{25}{22}}{\frac{1}{22}}}=\sqrt{25}=5\notin {Q}`$ 
 گزینه «4»: 
 $\sqrt{\frac{3(-1)+1}{(-1)}}=\sqrt{\frac{-3+1}{(-1)}}=\sqrt{\frac{-2}{-1}}=\sqrt{2}\in {Q}`$"
2334,در یک خانواده با چهار فرزند، با کدام احتمال تعداد فرزندان پسر و دختر برابر است؟,$\frac5{16}$,$\frac1{2}$,$\frac3{8}$,$\frac1{4}$,3.0,متوسطه 2,دهم تجربي,متوسط,False,,ریاضی 1 دهم,44.0,3.0,8.0,34.0,10.0,1399,ریاضی دوره دوم متوسطه,"گزینه  «3» 
 از خانواده‌ای با $2n$ فرزند، در $\begin{pmatrix}2n\\2\end{pmatrix}$ حالت، تعداد فرزندان پسر و دختر برابراند. 
 پس در خانواده 4 فرزندی، در$\begin{pmatrix}4\\2\end{pmatrix}=6$ حالت، تعداد فرزندان پسر و دختر برابرند. 
 تعداد کل حالات برای فرزندان این خانواده نیز، برابر ${{2}^{4}}=16$ است. پس احتمال موردنظر برابر است با: 
 $P=\frac{6}{16}=\frac{3}{8}$"
3425,اگر ساده‌شده عبارت ${{(\frac{{{({{a}^{-3}})}^{2x}}}{{{({{b}^{5x}})}^{-2}}}\times {{(\frac{{{b}^{-2x}}}{{{a}^{4}}})}^{3}})}^{-1}}$ به‌صورت ${{a}^{A}}\times {{b}^{B}}$ باشد، از معادله $A+B=0$، مقدار$x$ کدام است؟,$4$,$-4$,$6$,$-6$,4.0,متوسطه 1,نهم,دشوار,False,,ریاضی نهم,82.0,2.0,3.0,4.0,9.0,1402,ریاضی دوره اول متوسطه,"گزينة «4» 
 ابتدا عبارت را به کمک قوانین اعداد توان‌دار ساده می‌کنیم: 
 ${{(\frac{{{({{a}^{-3}})}^{2x}}}{{{({{b}^{5x}})}^{-2}}}\times {{(\frac{{{b}^{-2x}}}{{{a}^{4}}})}^{3}})}^{-1}}={{(\frac{{{a}^{-6x}}}{{{b}^{-10x}}}\times \frac{{{b}^{-6x}}}{{{a}^{12}}})}^{-1}}$ 
 $={{({{a}^{-6x-12}}\times {{b}^{-6x+10x}})}^{-1}}={{({{a}^{-6x-12}}\times {{b}^{4x}})}^{-1}}$ 
 $={{a}^{6x+12}}\times {{b}^{-4x}}$ 
 حال از برابری ${{a}^{6x+12}}\times {{b}^{-4x}}={{a}^{A}}\times {{b}^{B}}$، مقادیر $A$ و $B$ به‌دست می‌آید: 
 $A=6x+12\ \ ,\ \ B=-4x$ 
 پس داریم: 
 $\begin{align}  & A+B=0\Rightarrow 6x+12-4x=0\Rightarrow 2x+12=0 \\  & \Rightarrow 2x=-12\Rightarrow x=-6 \\ \end{align}$"
16908,کدام بیت فاقد آرایه «تلمیح» و دارای دو «استعاره» است؟,عشق کو تا گرم سازد این دل رنجور را / در حریم سینه افروزد چراغ طور را,فریب خال گندم‌گون او خوردم ندانستم / که خواهد ساختن این نقطه بی‌پرگار عاشق را,نیست ممکن، نکند صحبت نیکان تأثیر / گل به خورشید رسانید سر شبنم را,پا منه بیرون ز حدّ خویش تا بینا شوی / نیست حاجت با عصا در خانه خود کور را,3.0,متوسطه 2,دوازدهم انساني,متوسط,False,,علوم وفنون ادبی3,77.0,4.0,3.0,13.0,1.0,1398,زبان و ادبیات فارسی دوره دوم متوسطه,"بیت گزینه «3» تلمیح ندارد و دارای دو استعاره است: 
 1- گل، سر شبنم را به خورشید رسانید (تشخیص و استعاره). 
 2- سر شبنم (اضافه استعاری و تشخیص)."
